description,prix,code,marque,date
Pain Squirrelly,4.98,20155511_EA,Silver Hills,2019-06-28 22:39
Pain aux céréales anciennes biologiques germées Big Red’s Bread,4.98,20821487002_EA,Silver Hills,2019-06-28 22:39
Gaufres sans gluten aux épices à citrouille,4.98,20821494_EA,Nature’s Path,2019-06-28 22:39
Croissants au beurre Cuire au four,4.99,20660168_EA,Boulangerie ACE,2019-06-28 22:39
Burger au chia et quinoa germé,5.48,20820069_EA,Sol Cuisine,2019-06-28 22:39
Muffins anglais multigrains sans gluten,6.98,20820411_EA,Glutino,2019-06-28 22:39
Baluchons aux pommes et au caramel,3.49,20801110_EA,le Choix du Président,2019-06-28 22:39
baluchons aux pommes,3.49,20800530_EA,le Choix du Président,2019-06-28 22:39
mini tartes à la limette,3.99,20823700_EA,le Choix du Président,2019-06-28 22:39
G�teau biscuits et cr�me Deep'n Delicious,4.48,21165513_EA,McCain,2019-06-28 22:39
Gâteau au chocolat Deep ’n Delicious,4.48,20310132002_EA,McCain,2019-06-28 22:39
Gâteau à la vanille Deep ’n Delicious,4.48,20310132003_EA,McCain,2019-06-28 22:39
G�teau vanille et noix de coco Deep'n Delicious,4.48,21165478_EA,McCain,2019-06-28 22:39
Gâteau marbré Deep ’n Delicious,4.48,20310132001_EA,McCain,2019-06-28 22:39
Tarte à la lime des Keys PC,7.0,20035860_EA,le Choix du Président,2019-06-28 22:39
Millefeuille St-Hubert,7.98,20106904_EA,St Hubert,2019-06-28 22:39
G�teau au fromage au caramel sal�,7.98,21163225_EA,Dr. Oetker,2019-06-28 22:39
Profiteroles,11.99,20079202_EA,le Choix du Président,2019-06-28 22:39
Mini-éclairs au chocolat noir,11.99,20004726_EA,le Choix du Président,2019-06-28 22:39
enrobées de chocolate noir profitero,11.99,20122270_EA,le Choix du Président,2019-06-28 22:39
Fonds de tarte profonds,3.48,20303840001_EA,Tenderflake,2019-06-28 22:40
Croûtes à tarte ordinaires,3.48,20303840003_EA,Tenderflake,2019-06-28 22:40
Croûtes à tartelette 3 po,3.48,20303840004_EA,Tenderflake,2019-06-28 22:40
Croûtes à tarte profondes shortening tout végétal,3.48,20303840006_EA,Tenderflake,2019-06-28 22:40
Baluchons aux pommes et au caramel,3.49,20801110_EA,le Choix du Président,2019-06-28 22:40
baluchons aux pommes,3.49,20800530_EA,le Choix du Président,2019-06-28 22:40
mini tartes à la limette,3.99,20823700_EA,le Choix du Président,2019-06-28 22:40
gâteaux au chocolat fondant les décadents,3.99,20800613_EA,le Choix du Président,2019-06-28 22:40
Gâteau au chocolat Deep ’n Delicious,4.48,20310132002_EA,McCain,2019-06-28 22:40
Gâteau à la vanille Deep ’n Delicious,4.48,20310132003_EA,McCain,2019-06-28 22:40
Gâteau marbré Deep ’n Delicious,4.48,20310132001_EA,McCain,2019-06-28 22:40
Gâteau au fromage aux fraises,6.0,21089151_EA,sans nom,2019-06-28 22:40
Gâteau au fromage original,6.0,21089172_EA,sans nom,2019-06-28 22:40
Mini-gâteaux au fromage style New York original,6.99,20652179_EA,le Choix du Président,2019-06-28 22:40
Gâteau au fromage garniture au bleuet,7.0,20305400_EA,le Choix du Président,2019-06-28 22:40
truffes de gâteau au fromage chocolat et amandes à arôme naturel,7.0,21003647_EA,le Choix du Président,2019-06-28 22:40
Gâteau au fromage classique,7.0,20318102_EA,le Choix du Président,2019-06-28 22:40
Tarte à la Crème de Noix de Coco,7.0,21108172_EA,le Choix du Président,2019-06-28 22:40
Gâteau au fromage au chocolat,7.0,21049806_EA,le Choix du Président,2019-06-28 22:40
Tarte à la lime des Keys PC,7.0,20035860_EA,le Choix du Président,2019-06-28 22:40
Gâteau au fromage deux étages,7.0,20287738_EA,le Choix du Président,2019-06-28 22:40
Gâteau au fromage, garniture cerise New York,7.0,20147627_EA,le Choix du Président,2019-06-28 22:40
Gâteau au fromage brownie au chocolat,7.0,20299699_EA,le Choix du Président,2019-06-28 22:40
Tiramisu,7.48,21104504_EA,le Choix du Président,2019-06-28 22:40
Millefeuille St-Hubert,7.98,20106904_EA,St Hubert,2019-06-28 22:40
Meringata,7.98,21104506_EA,le Choix du Président,2019-06-28 22:40
Profiteroles,11.99,20079202_EA,le Choix du Président,2019-06-28 22:40
Mini-éclairs au chocolat noir,11.99,20004726_EA,le Choix du Président,2019-06-28 22:40
enrobées de chocolate noir profitero,11.99,20122270_EA,le Choix du Président,2019-06-28 22:40
Sélection de gâteaux au fromage, chocolat/fraise/original,12.99,21089139_EA,sans nom,2019-06-28 22:40
sélection de gâteaux au fromage tranchés,14.0,20599530_EA,le Choix du Président,2019-06-28 22:40
Bloc de glace,2.49,20035114_EA,None,2019-06-28 22:40
Glaçons de qualité supérieure,3.0,20158645_EA,None,2019-06-28 22:40
Punch aux fruits,1.08,20418237001_EA,Minute Maid,2019-06-28 22:40
Punch aux mangues,1.08,20418237005_EA,Minute Maid,2019-06-28 22:40
Punch aux raisins,1.08,20418237004_EA,Minute Maid,2019-06-28 22:40
Punch aux fruits des champs,1.08,20418237002_EA,Minute Maid,2019-06-28 22:40
Punch aux pêches,1.08,20418237007_EA,Minute Maid,2019-06-28 22:40
Punch aux canneberges,1.08,20418237003_EA,Minute Maid,2019-06-28 22:40
Limonade rose,1.38,20418457003_EA,Minute Maid,2019-06-28 22:40
Limonade,1.38,20418457002_EA,Minute Maid,2019-06-28 22:40
Thé glacé au citron Nestea,1.38,20418528_EA,None,2019-06-28 22:40
Boisson Passion pêche et agrumes,1.38,20418326003_EA,Five Alive,2019-06-28 22:40
Agrumes,1.38,20418326001_EA,Five Alive,2019-06-28 22:40
Jus d’orange original,1.98,20418533002_EA,Minute Maid,2019-06-28 22:40
Jus d’orange sans pulpe,1.98,20418533003_EA,Minute Maid,2019-06-28 22:40
Assortiment,6.98,20418611_EA,Minute Maid,2019-06-28 22:40
Saumon sauvage du Pacifique,8.98,20112512_EA,SeaQuest,2019-06-28 22:40
Filets de saumon Prise du jour,9.88,20651933_EA,High Liner,2019-06-28 22:40
Saumon Rose,9.98,21093881_EA,High Liner,2019-06-28 22:40
Couronne de crevettes,10.0,20979191_EA,SeaQuest,2019-06-28 22:40
Crevette à salade,11.0,20180352_EA,SeaQuest,2019-06-28 22:40
rouleaux de printemps crevettes et basilic thaï,11.98,20950440_EA,le Choix du Président,2019-06-28 22:40
Crevettes sauvages d’Argentine crues,12.0,20970937_EA,None,2019-06-28 22:40
Crevettes sauvages non cuites, faciles à peler,12.0,20907159_EA,None,2019-06-28 22:40
Crevettes tigrées noires, 31-40,12.98,20855133_EA,Anchor Bay,2019-06-28 22:40
Filets de pangasius,3.98,20823944_EA,Anchor Bay,2019-06-28 22:40
Filets de sole sans peau et sans arêtes,6.98,20048346_EA,SeaQuest,2019-06-28 22:40
Filets de pangasius,6.98,20550877_EA,SeaQuest,2019-06-28 22:40
Filets de tilapia,6.98,20111565_EA,SeaQuest,2019-06-28 22:40
Filets de morue sans peau et sans arêtes,6.98,20036614_EA,SeaQuest,2019-06-28 22:40
Filets d’aiglefin sans peau et sans arêtes,6.98,20153570_EA,SeaQuest,2019-06-28 22:40
Tilapia entier,7.98,21006630_EA,Anchor Bay,2019-06-28 22:40
Filets de sole,7.98,20121326_EA,High Liner,2019-06-28 22:40
Filets de tilapia Prise du jour,9.88,20706456_EA,High Liner,2019-06-28 22:40
Pétoncles panés précuits,8.98,20185125_EA,None,2019-06-28 22:40
Rondelles de calmar panées,10.0,21021615_EA,None,2019-06-28 22:40
crevettes en torpilles tempura avec sauce soya sucrée,11.98,20978921_EA,le Choix du Président,2019-06-28 22:40
Crevettes panées à la noix de coco avec trempette aux chilis doux,11.98,20135874_EA,le Choix du Président,2019-06-28 22:40
Crevette papillon panée,11.98,20080117_EA,le Choix du Président,2019-06-28 22:40
galettes de saumon et aiglefin fumé de source durable fondant au centre,5.98,21001233_EA,le Choix du Président,2019-06-28 22:40
burgers de saumon de l'atlantique pleins de parmesan et épinards,13.98,20956696_EA,le Choix du Président,2019-06-28 22:40
Saumon Steelhead fumé,3.98,20792840_EA,None,2019-06-28 22:40
Saumon fumé coho,4.98,20058527_EA,None,2019-06-28 22:40
Saumon Sockeye sauvage du Pacifique fumé,9.98,20055009_EA,le Choix du Président,2019-06-28 22:40
Saumon de l’atlantique écossais doublement fumé,10.0,21047088_EA,le Choix du Président,2019-06-28 22:40
Saumon sauvage fumé,10.0,21021450_EA,None,2019-06-28 22:40
Saumon coho sauvage fumé,10.98,20109004_EA,SeaQuest,2019-06-28 22:40
saumon de l’atlantique écossais fumé au chêne doublement fumé en longues tranches,16.0,21047046_EA,le Choix du Président,2019-06-28 22:40
Saumon,19.98,20114139_EA,None,2019-06-28 22:40
Cubes de bœuf,0.68,20981934_EA,Sufra Halal,2019-06-28 22:40
Cubes de poulet,0.68,20981926_EA,Sufra Halal,2019-06-28 22:40
Crème de champignons,0.77,20833906_EA,Aylmer,2019-06-28 22:40
Soupe aux tomates,0.77,20707829_EA,Aylmer,2019-06-28 22:40
Soupe poulet et nouilles,0.77,20833957_EA,Aylmer,2019-06-28 22:40
Soupe aux légumes,0.77,20833878_EA,Aylmer,2019-06-28 22:40
Soupe aux tomates,0.77,20812037_EA,Baxter,2019-06-28 22:40
Sans Nom Soupe Condensée Tomates,0.78,20618885_EA,sans nom,2019-06-28 22:40
Sans Nom Soupe Condensée Crème de Champignons,0.78,20302431_EA,sans nom,2019-06-28 22:40
Condensé de soupe au poulet et nouilles,0.78,20301663_EA,sans nom,2019-06-28 22:40
Bouillon de poulet,0.78,20042814_EA,Swanson,2019-06-28 22:40
Tasses à soupe au poulet,0.85,20301246002_EA,sans nom Format Club,2019-06-28 22:40
Tasses à soupe au bœuf,0.85,20301246001_EA,sans nom Format Club,2019-06-28 22:40
Tasses à soupe aux crevettes orientales,0.85,20301246003_EA,sans nom Format Club,2019-06-28 22:40
Soupe Poulet et riz,0.88,20696975_EA,sans nom,2019-06-28 22:40
Sans Nom Soupe Condensée Crème de Champignons,0.88,20697878_EA,sans nom,2019-06-28 22:40
Consommé de bœuf,0.88,20696842_EA,sans nom,2019-06-28 22:40
Crème de céleri,0.88,20697418_EA,sans nom,2019-06-28 22:40
Bouillon de poulet,0.88,20696843_EA,sans nom,2019-06-28 22:40
Crème de poulet condensée faible en gras,0.88,20697039_EA,sans nom,2019-06-28 22:40
Bouillon de bœuf,0.88,20696478_EA,sans nom,2019-06-28 22:40
Bol de nouilles piquantes et épicées,0.98,20087422003_EA,Nong Shim,2019-06-28 22:40
Cubes de bouillon de poulet,0.98,20378063001_EA,Knorr,2019-06-28 22:40
Bol de soupe aux nouilles oolongmen au poulet,0.98,20032441001_EA,Nong Shim,2019-06-28 22:40
Bol de soupe aux nouilles oolongmen Shin,0.98,20032441005_EA,Nong Shim,2019-06-28 22:40
Bol de soupe aux nouilles oolongmen aux fruits de mer,0.98,20032441004_EA,Nong Shim,2019-06-28 22:40
Bol de nouilles au kimchi,0.98,20087422001_EA,Nong Shim,2019-06-28 22:40
Mélange à soupe poulet et nouilles,1.0,20685645_EA,sans nom,2019-06-28 22:40
Bouillon de poulet,1.0,20299328001_EA,sans nom,2019-06-28 22:40
Bouillon de poulet,1.0,20299328002_EA,sans nom,2019-06-28 22:40
Contenant de nouilles au poulet épicé,1.0,20296506003_EA,Mr Noodles,2019-06-28 22:40
Condensé de soupe aux tomates,1.0,20176214001_EA,Campbell’s,2019-06-28 22:40
Saveur de poulet,1.0,20320682001_EA,Gattuso,2019-06-28 22:40
Bouillon de bœuf à teneur réduite en sel,1.0,20299328004_EA,sans nom,2019-06-28 22:40
Bouillon de bœuf,1.0,20299328003_EA,sans nom,2019-06-28 22:40
Saveur de poulet rôti,1.0,20320682005_EA,Gattuso,2019-06-28 22:40
Mélange de soupe à l’oignon avec recette,1.0,21099689_EA,sans nom,2019-06-28 22:40
Bouillon de légumes,1.0,20889872_EA,sans nom,2019-06-28 22:40
Condensé de soupe aux légumes,1.0,20176214002_EA,Campbell’s,2019-06-28 22:40
Crème condensée de champignons,1.0,20176214004_EA,Campbell’s,2019-06-28 22:40
Nouilles dans une Tasse à Saveur de Légumes,1.0,21097909_EA,Mr Noodles,2019-06-28 22:40
Poulet Nouilles dans une tasse,1.0,20296506002_EA,Mr Noodles,2019-06-28 22:40
Nouilles dans une tasse à saveur de bœuf,1.0,20296506001_EA,Mr Noodles,2019-06-28 22:40
Soupe au poulet et nouilles,1.0,20176214003_EA,Campbell’s,2019-06-28 22:40
Saveur orientale,1.0,20317993_EA,Gattuso,2019-06-28 22:40
Saveur de boeuf appétissant,1.0,20318575_EA,Gattuso,2019-06-28 22:40
Soupe aux nouilles Pho piquante et épicée,1.28,20725520_EA,Mr Noodles,2019-06-28 22:40
Bol de nouilles au bœuf,1.28,20346960002_EA,Mr Noodles,2019-06-28 22:40
Chili au bifteck,2.0,20318367003_EA,Campbell’s,2019-06-28 22:41
Chili de bœuf piquant et épicé Chunky,2.0,20318367001_EA,Campbell’s,2019-06-28 22:41
Chili de bœuf style maison Chunky,2.0,20318367002_EA,Campbell’s,2019-06-28 22:41
Haricots secs rouges,0.78,20862035_EA,Arz,2019-06-28 22:41
Haricots romains,0.78,20862059_EA,Arz,2019-06-28 22:41
Pois chiches,0.78,20861981_EA,Arz,2019-06-28 22:41
Lentilles vertes,0.78,20861986_EA,Arz,2019-06-28 22:41
Haricots noirs,0.78,20861984_EA,Arz,2019-06-28 22:41
Haricots pinto,0.78,20862039_EA,Arz,2019-06-28 22:41
Fèves au sirop d’érable,0.88,20314839001_EA,sans nom,2019-06-28 22:41
Sans Nom Fèves dans une Sauce Tomate,0.88,20314839003_EA,sans nom,2019-06-28 22:41
Fèves au lard et à la mélasse,0.88,20573474_EA,sans nom,2019-06-28 22:41
Mélange de six haricots,0.89,20312942_EA,sans nom,2019-06-28 22:41
Petits haricots blanc,0.89,20325921006_EA,sans nom,2019-06-28 22:41
Pois chiches,0.89,20325921001_EA,sans nom,2019-06-28 22:41
Lentilles,0.89,20325921004_EA,sans nom,2019-06-28 22:41
Haricots noirs,0.89,20325921005_EA,sans nom,2019-06-28 22:41
Haricots blancs,0.89,20148074_EA,sans nom,2019-06-28 22:41
Haricots rouge foncé,0.89,20554593_EA,sans nom,2019-06-28 22:41
Haricots romano,0.89,20561290_EA,sans nom,2019-06-28 22:41
Haricots à œil noir,0.89,20554594_EA,sans nom,2019-06-28 22:41
Salade de pois chiches et gourganes,0.98,20862151_EA,Arz,2019-06-28 22:41
Haricots noirs,0.98,20298841001_EA,Clic,2019-06-28 22:41
Gourganes,0.98,20862668_EA,Arz,2019-06-28 22:41
Fèves au lard et mélasse,1.0,20302049004_EA,Clark,2019-06-28 22:41
Fèves en sauce tomate,1.0,20302049003_EA,Clark,2019-06-28 22:41
Fèves, au lard à la sauce tomate,1.0,20302049006_EA,Clark,2019-06-28 22:41
Fèves au sirop d’érable,1.0,20302049001_EA,Clark,2019-06-28 22:41
Fèves au lard,1.0,20302049002_EA,Clark,2019-06-28 22:41
Fèves au goût de sirop d’érable,1.0,20302049005_EA,Clark,2019-06-28 22:41
Haricots rouges sans sel ajouté,1.18,20007312_EA,le Choix du Président,2019-06-28 22:41
Pois chiches,1.18,20045900_EA,Clic,2019-06-28 22:41
Café aromatisé à l’érable,1.18,20114963_EA,Clark,2019-06-28 22:41
haricots noirs,1.18,20305136001_EA,le Choix du Président,2019-06-28 22:41
haricots blancs,1.18,20300629_EA,le Choix du Président,2019-06-28 22:41
Fèves, au four de type Homestyle,1.18,20301296_EA,Clark,2019-06-28 22:41
pois chiches,1.18,20318942_EA,le Choix du Président,2019-06-28 22:41
Haricots blancs,1.38,20313447005_EA,Unico,2019-06-28 22:41
Haricots romano,1.38,20313447004_EA,Unico,2019-06-28 22:41
Petits Haricots Rouges,1.38,20296552_EA,Clic,2019-06-28 22:41
Mélange de haricots,1.38,20313447007_EA,Unico,2019-06-28 22:41
Haricots rouges sans sel ajouté,1.38,20682865_EA,Unico,2019-06-28 22:41
Lentilles,1.38,20313447003_EA,Unico,2019-06-28 22:41
Haricots noirs, sans sel ajouté,1.38,21040069_EA,Unico,2019-06-28 22:41
Haricots Pinto,1.38,20907711_EA,Unico,2019-06-28 22:41
Pois chiches sans sel ajouté,1.38,20682748_EA,Unico,2019-06-28 22:41
Haricots rouges,1.38,20313447001_EA,Unico,2019-06-28 22:41
Haricots noirs,1.38,20313447006_EA,Unico,2019-06-28 22:41
Salade de haricots mélangés marinés,1.38,20017763_EA,sans nom,2019-06-28 22:41
Fèves géantes mélangées,1.48,20861983_EA,Arz,2019-06-28 22:41
Gourganes extra grosses,1.68,20862333_EA,Arz,2019-06-28 22:41
Pâté Jambon Érable avec Saveur Naturelle d'Érable,1.0,21031886_EA,None,2019-06-28 22:41
Pâté, jambon, veau et bacon,1.0,21006860_EA,None,2019-06-28 22:41
Pâté, Sandwich,1.0,21018722_EA,None,2019-06-28 22:41
Pâté de foie Paris Pâté,1.0,21006850_EA,None,2019-06-28 22:41
Pâté de jambon Paris Pâté,1.0,21006692_EA,None,2019-06-28 22:41
Thon pâle émietté – thon germon – mis en conserve dans l’eau,1.18,20521648_EA,sans nom,2019-06-28 22:41
Thon pâle en morceaux dans l’eau,1.18,20521647_EA,sans nom,2019-06-28 22:41
Thon entier léger dans l’huile,1.18,20069525_EA,Unico,2019-06-28 22:41
Thon pâle au citron et au poivre,1.28,20097482003_EA,sans nom,2019-06-28 22:41
Thon Pâle Émietté à l'Eau,1.28,21079043_EA,Ocean,2019-06-28 22:41
Thon pâle en morceaux, dans l’eau,1.28,21079039_EA,Ocean,2019-06-28 22:41
Thon pâle émietté au chili thaïlandais épicé,1.28,20097482001_EA,sans nom,2019-06-28 22:41
Thon pâle à la tomate et au basilic,1.28,20097482002_EA,sans nom,2019-06-28 22:41
Thon blanc émietté – Listao – mis en conserve dans l’eau,1.38,20573583_EA,Clover Leaf,2019-06-28 22:41
Sardines avec piments forts,1.38,20322242006_EA,Brunswick,2019-06-28 22:41
Thon pâle émietté avec tomates séchées au soleil et basilic,1.38,20315581004_EA,Clover Leaf,2019-06-28 22:41
Thon pâle émietté piments thaïlandais Ocean,1.38,20915887_EA,Ocean,2019-06-28 22:41
Sardines en sauce à la tomate,1.38,20322242003_EA,Brunswick,2019-06-28 22:41
Bouchées de fruits de mer kipper,1.38,20318426001_EA,Brunswick,2019-06-28 22:41
Thon pâle émietté à l’aneth et au citron,1.38,20315581005_EA,Clover Leaf,2019-06-28 22:41
Thon pâle émietté, citron et poivre, Ocean,1.38,20917566002_EA,Ocean,2019-06-28 22:41
Sardines dans de l’eau de source,1.38,20322242001_EA,Brunswick,2019-06-28 22:41
Thon pâle émietté dans l’eau,1.38,21004270_EA,Ocean,2019-06-28 22:41
Thon pâle entier dans l’huile d’olive,1.38,20315581002_EA,Clover Leaf,2019-06-28 22:41
Sardines à l’huile de soja,1.38,20322242002_EA,Brunswick,2019-06-28 22:41
Thon pâle émietté au citron et poivre,1.38,20315581007_EA,Clover Leaf,2019-06-28 22:41
Thon pâle émietté, citron gingembre sésame,1.38,21031438_EA,Clover Leaf,2019-06-28 22:41
Thon pâle émietté dans une sauce chili thaïlandaise épicée,1.38,20315581001_EA,Clover Leaf,2019-06-28 22:41
Bouchées aux fruits de mer fumés et dorés,1.38,20318426003_EA,Brunswick,2019-06-28 22:41
Thon pâle en morceaux dans l’eau,1.38,21005134_EA,Ocean,2019-06-28 22:41
Bouchées de la mer à la sauce tomate et basilic,1.38,20318426002_EA,Brunswick,2019-06-28 22:41
Sardines à la sauce citronnée,1.38,20322242005_EA,Brunswick,2019-06-28 22:41
Thon pâle à listao en morceaux mis en conserve dans l’eau,1.38,20018117001_EA,Clover Leaf,2019-06-28 22:41
Dinde en morceaux Menu bleu,1.68,20619888002_EA,le Choix du Président,2019-06-28 22:41
Morceaux de poulet Menu bleu,1.68,20619888001_EA,le Choix du Président,2019-06-28 22:41
Sardines, méditerranéennes,1.98,20549485002_EA,Millionnaires,2019-06-28 22:41
Thon albacore entier, faible en sodium,1.99,21081427_EA,le Choix du Président,2019-06-28 22:41
Thon albacore entier,1.99,21081491_EA,le Choix du Président,2019-06-28 22:41
Pâté de jambon à saveur fumée, Paris Pâté,2.0,20325778002_EA,None,2019-06-28 22:41
Biscotti au chocolat et aux noisettes,2.0,20325778004_EA,None,2019-06-28 22:41
Pâté de jambon, veau, bacon et tomate, Paris Pâté,2.0,20325778001_EA,None,2019-06-28 22:41
huîtres fumées entières dans l'huile,2.18,20333488_EA,le Choix du Président,2019-06-28 22:41
Moules fumées,2.28,20617497_EA,Clover Leaf,2019-06-28 22:41
GueuleThon poulet, bourbon et bacon,2.28,21031436_EA,Clover Leaf,2019-06-28 22:41
Salade de thon classique en boîte,2.28,20304782001_EA,Clover Leaf,2019-06-28 22:41
Huîtres fumées,2.28,20618779_EA,Clover Leaf,2019-06-28 22:41
Gueuleton Poulet original,2.28,20821019_EA,Clover Leaf,2019-06-28 22:41
Moules fumées dans l’huile,2.28,20333936_EA,le Choix du Président,2019-06-28 22:41
Pâte de tomates,0.68,20118094_EA,sans nom,2019-06-28 22:41
Pâte de tomate,0.78,20000527_EA,Unico,2019-06-28 22:41
Pâte de tomates aux fines herbes et aux épices,0.98,20186075003_EA,Hunt’s,2019-06-28 22:41
Pâte de tomates,0.98,20186075001_EA,Hunt’s,2019-06-28 22:41
Tomates mijotées,1.0,20651741_EA,sans nom,2019-06-28 22:41
Tomates broyées,1.0,20601345_EA,sans nom,2019-06-28 22:41
Tomates coupées en dès fines herbes et épices,1.0,20326215005_EA,sans nom,2019-06-28 22:41
Tomates entières,1.0,20600789_EA,sans nom,2019-06-28 22:41
Tomates italiennes,1.0,20601347_EA,sans nom,2019-06-28 22:41
Tomates en dés,1.0,20600787_EA,sans nom,2019-06-28 22:41
Pâte de tomate,1.18,20056697_EA,sans nom,2019-06-28 22:41
Tomates en dés non salées Menu bleu,1.49,20328587_EA,le Choix du Président,2019-06-28 22:41
Tomates Menu bleu en dés non salées,1.58,20034188_EA,le Choix du Président,2019-06-28 22:41
Tomates en conserve avec assaisonnement italien sans sel ajouté Accents,1.59,20318615005_EA,Aylmer,2019-06-28 22:41
Tomates broyées,1.68,20314629005_EA,Unico,2019-06-28 22:41
Tomates coupées en dés avec herbes et épices,1.68,20314629006_EA,Unico,2019-06-28 22:41
Tomates entières sans sel ajouté,1.68,20314629002_EA,Unico,2019-06-28 22:41
Tomates prunes pelées,1.68,20314629004_EA,Unico,2019-06-28 22:41
Tomates coupées en dés sans sel ajouté,1.68,20314629003_EA,Unico,2019-06-28 22:41
Tomates en dés sans sel ajouté,1.78,20312106008_EA,Aylmer,2019-06-28 22:41
Pâte de tomate,1.98,20157369_EA,Hunt’s,2019-06-28 22:41
Tomates italiennes pelées,2.49,20303781_EA,Pastene,2019-06-28 22:41
Mandarines dans le sirop,1.0,20078466_EA,sans nom,2019-06-28 22:41
Mandarines en morceaux,1.0,20301273_EA,sans nom,2019-06-28 22:41
Ananas en morceaux, tranch�s,1.19,21097609_EA,sans nom,2019-06-28 22:41
Poires en moitiés dans le jus,1.5,20618934_EA,sans nom,2019-06-28 22:41
Cocktail de fruits dans un jus fait de concentré,1.5,20618836_EA,sans nom,2019-06-28 22:41
Pêches en moitiés dans le jus,1.68,20628585002_EA,sans nom,2019-06-28 22:41
Tranches de pêches dans leur jus,1.68,20628585001_EA,sans nom,2019-06-28 22:41
Sauce aux canneberges entières,1.78,20302621001_EA,sans nom,2019-06-28 22:41
Sauce aux canneberges en gelée,1.78,20302621002_EA,sans nom,2019-06-28 22:41
Compote de pommes sucrée,1.98,20863840_EA,sans nom,2019-06-28 22:41
Ananas broyés dans le jus,1.98,20136767004_EA,Dole,2019-06-28 22:41
Purée de pommes non sucrée,1.98,20864113_EA,sans nom,2019-06-28 22:41
Ananas en morceaux dans le jus,1.98,20136767003_EA,Dole,2019-06-28 22:41
Sauce aux canneberges entières,2.28,20022893001_EA,Ocean Spray,2019-06-28 22:41
Mélange à sauce aux canneberges,2.28,20022893002_EA,Ocean Spray,2019-06-28 22:41
Mélange de fruits dans sirop de cerise,2.47,20628590002_EA,sans nom,2019-06-28 22:41
Cocktail de fruits dans un sirop léger,2.47,20618823_EA,sans nom,2019-06-28 22:41
Tranches de pêches dans leur jus,2.47,20618824_EA,sans nom,2019-06-28 22:41
Pêches en tranches sirop,2.47,20618890_EA,sans nom,2019-06-28 22:41
Pêches en moitiés dans du jus de fruits,2.69,20296567005_EA,Del Monte,2019-06-28 22:41
Cocktail de fruits dans l’eau sans sucre ajouté,2.69,20296567007_EA,Del Monte,2019-06-28 22:41
Tranches de pêche dans l’eau sans sucre ajouté,2.69,20296567001_EA,Del Monte,2019-06-28 22:41
Collation pomme et fraise,2.88,20779931_EA,Applesnax,2019-06-28 22:41
Compote de pommes, douce,2.88,20779720_EA,Applesnax,2019-06-28 22:41
Compote de pommes, non sucrée,2.88,20779862_EA,Applesnax,2019-06-28 22:41
purée de pommes sucrée,2.98,20866052002_EA,le Choix du Président,2019-06-28 22:41
Salade de fruits dans le jus,2.98,20671325_EA,sans nom,2019-06-28 22:41
Poires dans du jus fait de concentré,2.98,20671326_EA,sans nom,2019-06-28 22:41
Pêches, dans le jus,2.98,20675685_EA,sans nom,2019-06-28 22:41
purée de pommes non sucrée,2.98,20866052001_EA,le Choix du Président,2019-06-28 22:41
Mandarines, dans le jus,2.98,20671499_EA,sans nom,2019-06-28 22:41
Cocktail de fruits dans l’eau,2.99,21014458_EA,Dole,2019-06-28 22:41
Mandarines dans le jus, pochette,2.99,21014460_EA,Dole,2019-06-28 22:41
Cocktail de fruits dans le jus,2.99,21014504_EA,Dole,2019-06-28 22:41
Pêches dans le jus, pochette,2.99,21014498_EA,Dole,2019-06-28 22:41
Morceaux d’ananas,2.99,21014505_EA,Dole,2019-06-28 22:41
Pêches en tranches sans sucre ajouté,3.0,20306160007_EA,Del Monte,2019-06-28 22:41
Compote pomme et cannelle,3.0,21061406_EA,GoGo Squeez,2019-06-28 22:41
Compote pomme et bleuet,3.0,21064085_EA,GoGo Squeez,2019-06-28 22:41
Poires en moitiés sans sucre ajouté,3.0,20306160009_EA,Del Monte,2019-06-28 22:41
Cocktail de fruits sans sucre ajouté,3.0,20306160005_EA,Del Monte,2019-06-28 22:41
Cocktail de fruits ultra cerise,3.0,20306160002_EA,Del Monte,2019-06-28 22:41
Pêches en tranches dans le jus,3.0,20306160001_EA,Del Monte,2019-06-28 22:41
Poires en tranches dans un sirop léger,3.28,20050842_EA,Del Monte,2019-06-28 22:41
Cocktail de fruits ultra cerise sirop léger,3.28,20312503_EA,Del Monte,2019-06-28 22:41
Fruit 'n Pudding Pêches dans un Pouding à la Vanille 4 x (492 g),3.28,21028022_EA,Dole,2019-06-28 22:41
Mandarines,3.28,20296013_EA,Del Monte,2019-06-28 22:41
Compote de pruneaux,5.48,20087888_EA,Del Monte,2019-06-28 22:41
Pâte de tomates,0.68,20118094_EA,sans nom,2019-06-28 22:41
Pâte de tomate,0.78,20000527_EA,Unico,2019-06-28 22:41
Sauce à pizza,0.88,20018020_EA,sans nom,2019-06-28 22:41
Pâte de tomates aux fines herbes et aux épices,0.98,20186075003_EA,Hunt’s,2019-06-28 22:41
Pâte de tomates,0.98,20186075001_EA,Hunt’s,2019-06-28 22:41
Pâte de tomates Salsina,0.99,20059743_EA,Pastene,2019-06-28 22:41
Pâtes Alphagetti,1.0,20040380003_EA,Heinz,2019-06-28 22:41
Spaghetti sauce tomate avec fromage,1.0,20824240002_EA,sans nom,2019-06-28 22:41
Spaghetti avec fromage,1.0,20040380001_EA,Heinz,2019-06-28 22:41
Sauce à pizza régulière,1.0,20112273001_EA,Unico,2019-06-28 22:41
